Compound_ID,DrugBank,IUPHAR,KEGG,Protein_ID,UniProt_ID
72081,True,,True,P37288,V1AR_HUMAN
151171,True,True,True,P37288,V1AR_HUMAN
DB00035,True,,,P30518,V2R_HUMAN
DB00067,True,,,P30518,V2R_HUMAN
443894,True,,True,P30518,V2R_HUMAN
DB09059,True,,,P30518,V2R_HUMAN
DB14642,True,,,P30518,V2R_HUMAN
139030525,,True,,P30518,V2R_HUMAN
68649,,True,,P30518,V2R_HUMAN
27991,,True,True,P30518,V2R_HUMAN
439302,,True,,P30518,V2R_HUMAN
164712,,True,,P30518,V2R_HUMAN
644077,,True,,P30518,V2R_HUMAN
5311010,,True,,P30518,V2R_HUMAN
6917952,,True,,P30518,V2R_HUMAN
9895468,,True,,P30518,V2R_HUMAN
114904,,True,,P30518,V2R_HUMAN
60943,,True,,P30518,V2R_HUMAN
91827367,,True,,P30518,V2R_HUMAN
644076,,True,,P30518,V2R_HUMAN
3038506,True,True,,P30518,V2R_HUMAN
171113,,True,,P30518,V2R_HUMAN
122322,,True,,P30518,V2R_HUMAN
119517,,True,,P30518,V2R_HUMAN
119369,,True,,P30518,V2R_HUMAN
9807249,,True,,P30518,V2R_HUMAN
158348,,True,,P30518,V2R_HUMAN
216237,,True,,P30518,V2R_HUMAN
9917025,,True,,P30518,V2R_HUMAN
9810140,,True,,P30518,V2R_HUMAN
5311500,,True,,P30518,V2R_HUMAN
3080966,,True,,P30518,V2R_HUMAN
24892846,,,True,P30518,V2R_HUMAN
72734347,,,True,P30518,V2R_HUMAN
5772,,,True,P30518,V2R_HUMAN
216322,,,True,P30518,V2R_HUMAN
64759,,,True,P30518,V2R_HUMAN
636389,,,True,P30518,V2R_HUMAN
72081,True,,True,P30518,V2R_HUMAN
172997,,True,True,P30518,V2R_HUMAN
151171,True,True,True,P30518,V2R_HUMAN
DB00035,True,,,P47901,V1BR_HUMAN
DB00067,True,,,P47901,V1BR_HUMAN
DB09059,True,,,P47901,V1BR_HUMAN
DB14642,True,,,P47901,V1BR_HUMAN
68649,,True,,P47901,V1BR_HUMAN
27991,,True,,P47901,V1BR_HUMAN
439302,,True,,P47901,V1BR_HUMAN
644077,,True,,P47901,V1BR_HUMAN
5311010,,True,,P47901,V1BR_HUMAN
6917952,,True,,P47901,V1BR_HUMAN
9895468,,True,,P47901,V1BR_HUMAN
60943,,True,,P47901,V1BR_HUMAN
644076,,True,,P47901,V1BR_HUMAN
171113,,True,,P47901,V1BR_HUMAN
122322,,True,,P47901,V1BR_HUMAN
119517,,True,,P47901,V1BR_HUMAN
119369,,True,,P47901,V1BR_HUMAN
158348,,True,,P47901,V1BR_HUMAN
9917025,,True,,P47901,V1BR_HUMAN
9810140,,True,,P47901,V1BR_HUMAN
70692936,,True,,P47901,V1BR_HUMAN
24892846,,,True,P47901,V1BR_HUMAN
72734347,,,True,P47901,V1BR_HUMAN
5772,,,True,P47901,V1BR_HUMAN
72081,True,,True,P47901,V1BR_HUMAN
DB09059,True,,,P30559,OXYR_HUMAN
DB13929,True,,,P30559,OXYR_HUMAN
16681432,True,,,P30559,OXYR_HUMAN
139030525,,True,,P30559,OXYR_HUMAN
68649,,True,,P30559,OXYR_HUMAN
27991,,True,,P30559,OXYR_HUMAN
439302,,True,True,P30559,OXYR_HUMAN
164712,,True,,P30559,OXYR_HUMAN
3080871,,True,,P30559,OXYR_HUMAN
644077,,True,,P30559,OXYR_HUMAN
5311010,,True,,P30559,OXYR_HUMAN
6918854,,True,,P30559,OXYR_HUMAN
6917952,,True,,P30559,OXYR_HUMAN
135413562,,True,,P30559,OXYR_HUMAN
9810632,,True,,P30559,OXYR_HUMAN
3083288,,True,,P30559,OXYR_HUMAN
196819,,True,,P30559,OXYR_HUMAN
188397,,True,,P30559,OXYR_HUMAN
10413997,,True,,P30559,OXYR_HUMAN
9872389,,True,,P30559,OXYR_HUMAN
6918320,,True,,P30559,OXYR_HUMAN
5311202,,True,,P30559,OXYR_HUMAN
6918604,,True,,P30559,OXYR_HUMAN
9895468,,True,,P30559,OXYR_HUMAN
114904,,True,,P30559,OXYR_HUMAN
60943,,True,,P30559,OXYR_HUMAN
91827367,,True,,P30559,OXYR_HUMAN
10461270,,True,,P30559,OXYR_HUMAN
73755057,,True,,P30559,OXYR_HUMAN
68613,,,True,P30559,OXYR_HUMAN
10440987,,,True,P30559,OXYR_HUMAN
24892851,,,True,P30559,OXYR_HUMAN
20057048,,,True,P30559,OXYR_HUMAN
51352566,,,True,P30559,OXYR_HUMAN
11634973,,,True,P30559,OXYR_HUMAN
8229,,,True,P30559,OXYR_HUMAN
11340891,,True,True,P30559,OXYR_HUMAN
5360373,True,,,P49916,DNLI3_HUMAN
5360373,True,,,P18858,DNLI1_HUMAN
447315,True,,,Q9NP99,TREM1_HUMAN
447315,True,,,P26196,DDX6_HUMAN
447315,True,,,Q9NWT6,HIF1N_HUMAN
5288998,True,,,Q9NWT6,HIF1N_HUMAN
447315,True,,,P21283,VATC1_HUMAN
5456,True,,,P21283,VATC1_HUMAN
23700,True,,,Q16222,UAP1_HUMAN
445675,True,,,Q16222,UAP1_HUMAN
3016416,True,,,O14957,QCR10_HUMAN
3034285,True,,,O14957,QCR10_HUMAN
9547935,True,,,O14957,QCR10_HUMAN
446845,True,,,O14957,QCR10_HUMAN
5289085,True,,,O14957,QCR10_HUMAN
130804,True,,,O14957,QCR10_HUMAN
5280346,True,,,O14957,QCR10_HUMAN
6436219,True,,,Q969V6,MRTFA_HUMAN
6436219,True,,,Q8WWL2,SPIR2_HUMAN
6101,True,,,P09668,CATH_HUMAN
5288147,True,,,P09668,CATH_HUMAN
5287869,True,,,P09668,CATH_HUMAN
5289332,True,,,P09668,CATH_HUMAN
44343301,,True,,P09668,CATH_HUMAN
5397593,,True,,P09668,CATH_HUMAN
445675,True,,,P26572,MGAT1_HUMAN
60750,True,True,True,P23921,RIR1_HUMAN
20279,True,,True,P23921,RIR1_HUMAN
68791,True,,,P23921,RIR1_HUMAN
9846339,True,,,P23921,RIR1_HUMAN
6435808,True,,,P23921,RIR1_HUMAN
657237,True,True,True,P23921,RIR1_HUMAN
119182,True,True,True,P23921,RIR1_HUMAN
3657,True,True,,P23921,RIR1_HUMAN
60749,,,True,P23921,RIR1_HUMAN
54747,,,True,P23921,RIR1_HUMAN
9925544,,,True,P23921,RIR1_HUMAN
9828310,,,True,P23921,RIR1_HUMAN
30751,,,True,P23921,RIR1_HUMAN
40632,,,True,P01583,IL1A_HUMAN
40632,,,True,P22301,IL10_HUMAN
11396600,,True,,P13053,VDR_RAT
6918141,,True,,P13053,VDR_RAT
6398761,,True,,P13053,VDR_RAT
445114,True,,,P23276,KELL_HUMAN
892,True,,,O14735,CDIPT_HUMAN
24978538,True,,,Q92934,BAD_HUMAN
24978538,,,True,Q16548,B2LA1_HUMAN
46937443,,,True,Q16548,B2LA1_HUMAN
24978538,True,,True,Q92843,B2CL2_HUMAN
11228183,,True,,Q92843,B2CL2_HUMAN
49846579,,True,,Q92843,B2CL2_HUMAN
46937443,,,True,Q92843,B2CL2_HUMAN
3532,True,,,P48066,S6A11_HUMAN
3532,True,,,Q9NSD5,S6A13_HUMAN
3532,True,,,P48065,S6A12_HUMAN
53321930,,True,,P48065,S6A12_HUMAN
53319290,,True,,P48065,S6A12_HUMAN
53324619,,True,,P48065,S6A12_HUMAN
20279,True,,,P09884,DPOLA_HUMAN
657237,True,,,P09884,DPOLA_HUMAN
3011155,True,,,P09884,DPOLA_HUMAN
119182,True,,True,P09884,DPOLA_HUMAN
20279,True,,,Q7LG56,RIR2B_HUMAN
20279,True,,,Q07864,DPOE1_HUMAN
20279,True,,,P56282,DPOE2_HUMAN
20279,True,,,Q9NR33,DPOE4_HUMAN
20279,True,,,Q9NRF9,DPOE3_HUMAN
657237,True,,,P27707,DCK_HUMAN
13711,True,,,P27707,DCK_HUMAN
6438895,True,,,P27707,DCK_HUMAN
35370,True,,,O14746,TERT_HUMAN
441300,True,,,P18465,HLAB_HUMAN
DB11365,True,,,Q92482,AQP3_HUMAN
54929,True,,,Q16831,UPP1_HUMAN
656932,True,,,P08311,CATG_HUMAN
446833,True,,,P08311,CATG_HUMAN
10038543,,True,,P08311,CATG_HUMAN
66561876,,True,,P08311,CATG_HUMAN
165331,True,,,Q16762,THTR_HUMAN
9084,True,,,Q99470,SDF2_HUMAN
5090,True,,,P15502,ELN_HUMAN
444797,True,,,Q9HB40,RISC_HUMAN
1986,,True,,Q9D6N1,CAH13_MOUSE
46936357,True,,,P08246,ELNE_HUMAN
46936829,True,,,P08246,ELNE_HUMAN
66561876,,True,,P08246,ELNE_HUMAN
46861623,,True,,P08246,ELNE_HUMAN
117072553,,True,,P08246,ELNE_HUMAN
54613196,,True,,P08246,ELNE_HUMAN
76318115,,True,,P08246,ELNE_HUMAN
23663985,,,True,P08246,ELNE_HUMAN
107706,,True,True,P08246,ELNE_HUMAN
6453585,True,,,O60911,CATL2_HUMAN
10086234,True,,,O60911,CATL2_HUMAN
59543597,,True,,O60911,CATL2_HUMAN
19093029,,True,,O60911,CATL2_HUMAN
6037,True,,,P14207,FOLR2_HUMAN
122173811,True,,,P14207,FOLR2_HUMAN
16186351,,,True,P14207,FOLR2_HUMAN
6037,True,,,P41439,FOLR3_HUMAN
122173811,True,,,P41439,FOLR3_HUMAN
16186351,,,True,P41439,FOLR3_HUMAN
6037,True,,,P15328,FOLR1_HUMAN
122173811,True,,,P15328,FOLR1_HUMAN
16186351,,,True,P15328,FOLR1_HUMAN
6119,True,,,P01303,NPY_HUMAN
4771,True,,,P01303,NPY_HUMAN
151243,True,,,P01303,NPY_HUMAN
165491,True,,,Q9HAN9,NMNA1_HUMAN
6093202,True,,,Q9HAN9,NMNA1_HUMAN
165491,True,,,Q96T66,NMNA3_HUMAN
91557,True,,,Q96T66,NMNA3_HUMAN
6093202,True,,,Q96T66,NMNA3_HUMAN
445713,True,,,O95749,GGPPS_HUMAN
447277,True,True,,O95749,GGPPS_HUMAN
445995,True,,,O95749,GGPPS_HUMAN
DB06548,True,,,O95749,GGPPS_HUMAN
68740,True,,,O95749,GGPPS_HUMAN
1195,True,,,O95749,GGPPS_HUMAN
657041,True,,,O95749,GGPPS_HUMAN
5276520,True,,,O95749,GGPPS_HUMAN
5276507,True,,,O95749,GGPPS_HUMAN
24836815,True,,,O95749,GGPPS_HUMAN
25023881,True,,,O95749,GGPPS_HUMAN
16086422,,True,,O95749,GGPPS_HUMAN
16122554,,True,,O95749,GGPPS_HUMAN
16122553,True,True,,O95749,GGPPS_HUMAN
16122556,,True,,O95749,GGPPS_HUMAN
447278,,True,,O95749,GGPPS_HUMAN
130956,,True,,O95749,GGPPS_HUMAN
9871730,,True,,O95749,GGPPS_HUMAN
5276503,,True,,O95749,GGPPS_HUMAN
16122555,,True,,O95749,GGPPS_HUMAN
25014899,,True,,O95749,GGPPS_HUMAN
25023860,,True,,O95749,GGPPS_HUMAN
5473007,,True,,O95749,GGPPS_HUMAN
25023861,,True,,O95749,GGPPS_HUMAN
25023863,,True,,O95749,GGPPS_HUMAN
25023868,,True,,O95749,GGPPS_HUMAN
25023895,,True,,O95749,GGPPS_HUMAN
25023896,,True,,O95749,GGPPS_HUMAN
11606263,,True,,O95749,GGPPS_HUMAN
4395717,True,True,,O95749,GGPPS_HUMAN
445713,,True,,Q03426,KIME_HUMAN
447277,,True,,Q03426,KIME_HUMAN
445995,,True,,Q03426,KIME_HUMAN
1195,,True,,Q03426,KIME_HUMAN
657041,True,,,Q03426,KIME_HUMAN
15983958,,True,,Q03426,KIME_HUMAN
5280322,,True,,Q03426,KIME_HUMAN
3327,,True,,Q03426,KIME_HUMAN
56947069,,True,,Q03426,KIME_HUMAN
445713,,True,,P17256,KIME_RAT
445995,,True,,P17256,KIME_RAT
516,,True,,P17256,KIME_RAT
56947069,,True,,P17256,KIME_RAT
447277,True,,,P53609,PGTB1_HUMAN
216454,True,,,P53609,PGTB1_HUMAN
447278,True,,,P53609,PGTB1_HUMAN
9862248,True,,,Q59FW3,Q59FW3_HUMAN
145729,True,,,P33316,DUT_HUMAN
4369390,True,,,P33316,DUT_HUMAN
65781,True,,,Q8NFA2,NOXO1_HUMAN
147071,True,,,P06730,IF4E_HUMAN
446336,True,,,P06730,IF4E_HUMAN
444378,True,,,P06730,IF4E_HUMAN
40428878,True,,,P06730,IF4E_HUMAN
11248490,,,True,P06730,IF4E_HUMAN
24754472,,,True,P06730,IF4E_HUMAN
147071,True,,,Q96C86,DCPS_HUMAN
446336,True,,,Q96C86,DCPS_HUMAN
440190,True,,,Q96C86,DCPS_HUMAN
121959,True,,,Q96C86,DCPS_HUMAN
23729147,True,,,Q96C86,DCPS_HUMAN
24978486,True,,,Q96C86,DCPS_HUMAN
24778299,True,,,Q96C86,DCPS_HUMAN
6076,,True,,Q00195,CNGA2_RAT
198107,,True,,Q00195,CNGA2_RAT
135398570,,True,,Q00195,CNGA2_RAT
638015,,True,,Q00195,CNGA2_RAT
53477782,,True,,Q00195,CNGA2_RAT
6076,,True,,Q16281,CNGA3_HUMAN
198107,,True,,Q16281,CNGA3_HUMAN
135398570,,True,,Q16281,CNGA3_HUMAN
6076,,True,,P22612,KAPCG_HUMAN
10077147,,True,,P22612,KAPCG_HUMAN
11754511,,True,,P22612,KAPCG_HUMAN
46225540,,True,,P22612,KAPCG_HUMAN
138911338,,True,,P22612,KAPCG_HUMAN
71452170,,True,,P22612,KAPCG_HUMAN
25207521,,True,,P22612,KAPCG_HUMAN
2703,,True,,P22612,KAPCG_HUMAN
161733,,True,,P22612,KAPCG_HUMAN
6858240,,True,,P22612,KAPCG_HUMAN
6076,,True,,P31321,KAP1_HUMAN
10077147,,True,,P31321,KAP1_HUMAN
11754511,,True,,P31321,KAP1_HUMAN
46225540,,True,,P31321,KAP1_HUMAN
138911338,,True,,P31321,KAP1_HUMAN
71452170,,True,,P31321,KAP1_HUMAN
25207521,,True,,P31321,KAP1_HUMAN
2703,,True,,P31321,KAP1_HUMAN
161733,,True,,P31321,KAP1_HUMAN
6858240,,True,,P31321,KAP1_HUMAN
6076,,True,,P13861,KAP2_HUMAN
10077147,,True,,P13861,KAP2_HUMAN
11754511,,True,,P13861,KAP2_HUMAN
46225540,,True,,P13861,KAP2_HUMAN
138911338,,True,,P13861,KAP2_HUMAN
71452170,,True,,P13861,KAP2_HUMAN
25207521,,True,,P13861,KAP2_HUMAN
2703,,True,,P13861,KAP2_HUMAN
161733,,True,,P13861,KAP2_HUMAN
6858240,,True,,P13861,KAP2_HUMAN
6076,True,True,,P31323,KAP3_HUMAN
10077147,,True,,P31323,KAP3_HUMAN
11754511,,True,,P31323,KAP3_HUMAN
46225540,,True,,P31323,KAP3_HUMAN
138911338,,True,,P31323,KAP3_HUMAN
71452170,,True,,P31323,KAP3_HUMAN
25207521,,True,,P31323,KAP3_HUMAN
2703,,True,,P31323,KAP3_HUMAN
161733,,True,,P31323,KAP3_HUMAN
6858240,,True,,P31323,KAP3_HUMAN
448601,True,,,P30872,SSR1_HUMAN
16129681,True,,,P30872,SSR1_HUMAN
DB13985,True,,,P30872,SSR1_HUMAN
DB15494,True,,,P30872,SSR1_HUMAN
16133849,,True,,P30872,SSR1_HUMAN
16130961,,True,,P30872,SSR1_HUMAN
9938757,,True,,P30872,SSR1_HUMAN
5311375,,True,,P30872,SSR1_HUMAN
9941444,True,True,,P30872,SSR1_HUMAN
44386062,,True,,P30872,SSR1_HUMAN
5311377,,True,,P30872,SSR1_HUMAN
92042797,,,True,P30872,SSR1_HUMAN
56928195,,,True,P30872,SSR1_HUMAN
138404160,,,True,P30872,SSR1_HUMAN
9854212,,,True,P30872,SSR1_HUMAN
72734360,,,True,P30872,SSR1_HUMAN
16129681,True,,,P32745,SSR3_HUMAN
DB13985,True,,,P32745,SSR3_HUMAN
DB15494,True,,,P32745,SSR3_HUMAN
16133849,,True,,P32745,SSR3_HUMAN
16130961,,True,,P32745,SSR3_HUMAN
9941444,True,True,,P32745,SSR3_HUMAN
44386062,,True,,P32745,SSR3_HUMAN
71349,,True,,P32745,SSR3_HUMAN
383414,,True,,P32745,SSR3_HUMAN
5311430,,True,,P32745,SSR3_HUMAN
9802572,,True,,P32745,SSR3_HUMAN
5311378,,True,,P32745,SSR3_HUMAN
5311373,,True,,P32745,SSR3_HUMAN
11443899,,True,,P32745,SSR3_HUMAN
56927659,,True,,P32745,SSR3_HUMAN
92042797,,,True,P32745,SSR3_HUMAN
3081912,,,True,P32745,SSR3_HUMAN
56928195,,,True,P32745,SSR3_HUMAN
138404160,,,True,P32745,SSR3_HUMAN
9854212,,,True,P32745,SSR3_HUMAN
72734360,,,True,P32745,SSR3_HUMAN
16129681,True,,,P31391,SSR4_HUMAN
DB13985,True,,,P31391,SSR4_HUMAN
16133849,,True,,P31391,SSR4_HUMAN
16130961,,True,,P31391,SSR4_HUMAN
44386062,,True,,P31391,SSR4_HUMAN
9919857,,True,,P31391,SSR4_HUMAN
11442741,,True,,P31391,SSR4_HUMAN
73755026,,True,,P31391,SSR4_HUMAN
5311374,,True,,P31391,SSR4_HUMAN
5311371,,True,,P31391,SSR4_HUMAN
138404160,,,True,P31391,SSR4_HUMAN
9854212,,,True,P31391,SSR4_HUMAN
4858,True,,,Q460N3,PAR15_HUMAN
5289086,True,,,P53582,MAP11_HUMAN
2740174,True,,,P53582,MAP11_HUMAN
11809364,True,,,P53582,MAP11_HUMAN
11120251,True,,,P53582,MAP11_HUMAN
71663862,,True,,P53582,MAP11_HUMAN
DB01278,True,,,P30988,CALCR_HUMAN
6918509,,True,,P30988,CALCR_HUMAN
16133792,,True,,P30988,CALCR_HUMAN
134813879,,True,,P30988,CALCR_HUMAN
16129616,,,True,P30988,CALCR_HUMAN
DB01278,True,,,O60894,RAMP1_HUMAN
6918509,,True,,O60894,RAMP1_HUMAN
11319053,,True,,O60894,RAMP1_HUMAN
16133792,,True,,O60894,RAMP1_HUMAN
134813879,,True,,O60894,RAMP1_HUMAN
72163100,,True,,O60894,RAMP1_HUMAN
117072555,,True,,O60894,RAMP1_HUMAN
68748835,,True,,O60894,RAMP1_HUMAN
DB01278,True,,,O60895,RAMP2_HUMAN
134813879,,True,,O60895,RAMP2_HUMAN
DB01278,True,,,O60896,RAMP3_HUMAN
16133792,,True,,O60896,RAMP3_HUMAN
134813879,,True,,O60896,RAMP3_HUMAN
5351166,True,,,Q14181,DPOA2_HUMAN
119182,,,True,Q14181,DPOA2_HUMAN
5326813,True,,,P32754,HPPD_HUMAN
115355,True,,True,P32754,HPPD_HUMAN
151243,True,,,Q86WA6,BPHL_HUMAN
10345214,True,,,Q5T601,AGRF1_HUMAN
938,True,,,Q15274,NADC_HUMAN
938,True,,,P40261,NNMT_HUMAN
938,,True,,Q9BXC0,HCAR1_HUMAN
61503,,True,,Q9BXC0,HCAR1_HUMAN
86279608,,True,,Q9BXC0,HCAR1_HUMAN
7424,,True,,Q9BXC0,HCAR1_HUMAN
10413,,True,,Q9BXC0,HCAR1_HUMAN
107689,,True,,Q9BXC0,HCAR1_HUMAN
41867,True,,,O14646,CHD1_HUMAN
11963622,True,,,P16066,ANPRA_HUMAN
4510,True,,,P16066,ANPRA_HUMAN
6883,True,,,P16066,ANPRA_HUMAN
10026,True,,,P16066,ANPRA_HUMAN
16132416,True,,,P16066,ANPRA_HUMAN
5284553,True,,True,P16066,ANPRA_HUMAN
3034010,,True,,Q8N2K0,ABD12_HUMAN
134813646,,True,,Q8N2K0,ABD12_HUMAN
3034010,,True,,Q9Y4D2,DGLA_HUMAN
53364540,,True,,Q9Y4D2,DGLA_HUMAN
129188688,,True,,Q9Y4D2,DGLA_HUMAN
129188708,,True,,Q9Y4D2,DGLA_HUMAN
122390213,,True,,Q9Y4D2,DGLA_HUMAN
5063,,True,,Q9Y4D2,DGLA_HUMAN
3034010,,True,,Q8NCG7,DGLB_HUMAN
53364540,,True,,Q8NCG7,DGLB_HUMAN
129188688,,True,,Q8NCG7,DGLB_HUMAN
129188708,,True,,Q8NCG7,DGLB_HUMAN
122390213,,True,,Q8NCG7,DGLB_HUMAN
5063,,True,,Q8NCG7,DGLB_HUMAN
3034010,,,True,P54315,LIPR1_HUMAN
3034010,True,,True,P07098,LIPG_HUMAN
46936391,True,,,P07098,LIPG_HUMAN
2088,True,,,P29074,PTN4_HUMAN
2088,True,,,Q13332,PTPRS_HUMAN
3305,True,,,Q13332,PTPRS_HUMAN
56680468,,True,,Q13332,PTPRS_HUMAN
137321149,,True,,Q13332,PTPRS_HUMAN
2088,True,,,P23469,PTPRE_HUMAN
56928011,True,,,Q02643,GHRHR_HUMAN
6450830,,,True,Q02643,GHRHR_HUMAN
16133753,,,True,Q02643,GHRHR_HUMAN
16129620,,,True,Q02643,GHRHR_HUMAN
445995,,True,,Q62967,MVD1_RAT
24779755,,True,,Q62967,MVD1_RAT
56947006,,True,,Q62967,MVD1_RAT
56947005,,True,,Q62967,MVD1_RAT
56947087,,True,,Q62967,MVD1_RAT
11658073,,True,,Q62967,MVD1_RAT
11498992,,True,,Q62967,MVD1_RAT
11650985,,True,,Q62967,MVD1_RAT
56947015,,True,,Q62967,MVD1_RAT
67532,True,,,P19235,EPOR_HUMAN
91810664,,True,,P19235,EPOR_HUMAN
157922,True,,,P12314,FCGR1_HUMAN
9939426,True,,,Q03405,UPAR_HUMAN
31703,True,,,Q14978,NOLC1_HUMAN
647,True,,,Q13907,IDI1_HUMAN
9994754,,True,,Q13907,IDI1_HUMAN
68740,,True,,P05369,FPPS_RAT
60852,,True,,P05369,FPPS_RAT
5280453,True,,,P31260,HXA10_HUMAN
5289547,True,,,Q15648,MED1_HUMAN
445032,True,,,P22459,KCNA4_HUMAN
1727,True,,True,P22459,KCNA4_HUMAN
9920716,,,True,P22459,KCNA4_HUMAN
5918,,,True,P22459,KCNA4_HUMAN
9642,True,,,Q99835,SMO_HUMAN
443943,True,,,Q99835,SMO_HUMAN
5284329,,True,,Q99835,SMO_HUMAN
54683103,,True,,Q99835,SMO_HUMAN
53344810,,True,,Q99835,SMO_HUMAN
136235465,,True,,Q99835,SMO_HUMAN
42642200,,,True,Q99835,SMO_HUMAN
45138699,,,True,Q99835,SMO_HUMAN
122640033,,,True,Q99835,SMO_HUMAN
25027363,,True,True,Q99835,SMO_HUMAN
49848070,,True,True,Q99835,SMO_HUMAN
24776445,True,True,True,Q99835,SMO_HUMAN
24775005,True,True,True,Q99835,SMO_HUMAN
25166913,True,True,True,Q99835,SMO_HUMAN
5311505,True,,,Q6QNK2,AGRD1_HUMAN
441314,True,,,Q14697,GANAB_HUMAN
441314,True,,True,Q8TET4,GANC_HUMAN
41774,,,True,Q8TET4,GANC_HUMAN
444020,,,True,Q8TET4,GANC_HUMAN
72004,,,True,Q8TET4,GANC_HUMAN
16133751,True,,,Q01718,ACTHR_HUMAN
9941379,True,,,Q01718,ACTHR_HUMAN
44362115,,True,,Q01718,ACTHR_HUMAN
71449001,,,True,Q01718,ACTHR_HUMAN
53297479,,,True,Q01718,ACTHR_HUMAN
53297478,,,True,Q01718,ACTHR_HUMAN
16129617,,,True,Q01718,ACTHR_HUMAN
9941379,True,,,Q01726,MSHR_HUMAN
16129664,True,,,Q01726,MSHR_HUMAN
134611880,,True,,Q01726,MSHR_HUMAN
11993702,,True,,Q01726,MSHR_HUMAN
16197727,True,True,,Q01726,MSHR_HUMAN
92432,,True,,Q01726,MSHR_HUMAN
6440621,,True,,Q01726,MSHR_HUMAN
53297479,,,True,Q01726,MSHR_HUMAN
53297478,,,True,Q01726,MSHR_HUMAN
9941379,True,,,P41968,MC3R_HUMAN
134611880,,True,,P41968,MC3R_HUMAN
11993702,,True,,P41968,MC3R_HUMAN
16197727,,True,,P41968,MC3R_HUMAN
92432,,True,,P41968,MC3R_HUMAN
6440621,,True,,P41968,MC3R_HUMAN
53297479,,,True,P41968,MC3R_HUMAN
53297478,,,True,P41968,MC3R_HUMAN
9941379,True,,,P33032,MC5R_HUMAN
134611880,,True,,P33032,MC5R_HUMAN
11993702,,True,,P33032,MC5R_HUMAN
16197727,,True,,P33032,MC5R_HUMAN
92432,,True,,P33032,MC5R_HUMAN
6440621,,True,,P33032,MC5R_HUMAN
53297479,,,True,P33032,MC5R_HUMAN
53297478,,,True,P33032,MC5R_HUMAN
9941379,True,,True,P32245,MC4R_HUMAN
134611880,,True,,P32245,MC4R_HUMAN
11993702,,True,,P32245,MC4R_HUMAN
16197727,,True,,P32245,MC4R_HUMAN
92432,,True,,P32245,MC4R_HUMAN
6440621,,True,,P32245,MC4R_HUMAN
6918851,,True,,P32245,MC4R_HUMAN
9938402,,True,,P32245,MC4R_HUMAN
6918688,,True,,P32245,MC4R_HUMAN
53297479,,,True,P32245,MC4R_HUMAN
53297478,,,True,P32245,MC4R_HUMAN
131704317,True,,,P43220,GLP1R_HUMAN
DB13928,True,,,P43220,GLP1R_HUMAN
127948,,True,,P43220,GLP1R_HUMAN
16139342,,True,,P43220,GLP1R_HUMAN
56843331,,True,,P43220,GLP1R_HUMAN
44278361,,True,,P43220,GLP1R_HUMAN
16134956,,True,,P43220,GLP1R_HUMAN
44393977,,True,,P43220,GLP1R_HUMAN
49868481,,True,,P43220,GLP1R_HUMAN
1014,True,,,P02741,CRP_HUMAN
1014,True,,,Q96BH3,ESPB1_HUMAN
11256587,True,,,P51681,CCR5_HUMAN
DB06497,True,,,P51681,CCR5_HUMAN
DB06652,True,,,P51681,CCR5_HUMAN
49871007,True,,,P51681,CCR5_HUMAN
486830,,True,,P51681,CCR5_HUMAN
68764898,,True,,P51681,CCR5_HUMAN
183790,,True,,P51681,CCR5_HUMAN
46861584,,True,,P51681,CCR5_HUMAN
5479787,,True,,P51681,CCR5_HUMAN
3001322,,True,,P51681,CCR5_HUMAN
11614352,,True,,P51681,CCR5_HUMAN
91820689,,True,,P51681,CCR5_HUMAN
68533031,,True,,P51681,CCR5_HUMAN
491774,,True,,P51681,CCR5_HUMAN
5275766,,True,,P51681,CCR5_HUMAN
3009355,,True,,P51681,CCR5_HUMAN
3002977,True,True,,P51681,CCR5_HUMAN
6451165,,,True,P51681,CCR5_HUMAN
23725098,,,True,P51681,CCR5_HUMAN
11285791,,,True,P51681,CCR5_HUMAN
6918686,,,True,P51681,CCR5_HUMAN
11285792,,,True,P51681,CCR5_HUMAN
657098,True,,,P62993,GRB2_HUMAN
5959,True,,,P08174,DAF_HUMAN
1808,True,,,P52961,NAR1_HUMAN
6951123,True,,,P02778,CXL10_HUMAN
5287971,True,,,Q9UKL6,PPCT_HUMAN
5288075,True,,,Q9UKL6,PPCT_HUMAN
4471892,True,,,P07858,CATB_HUMAN
5289348,True,,,P07858,CATB_HUMAN
2761494,True,,,P07858,CATB_HUMAN
5287408,True,,,P07858,CATB_HUMAN
2723698,True,,,P07858,CATB_HUMAN
8333,True,,,P07858,CATB_HUMAN
5288147,True,,,P07858,CATB_HUMAN
49866368,True,,,P07858,CATB_HUMAN
23647357,True,,,P07858,CATB_HUMAN
22850133,True,,,P07858,CATB_HUMAN
6610318,True,,,P07858,CATB_HUMAN
23647358,True,,,P07858,CATB_HUMAN
46937062,True,,,P07858,CATB_HUMAN
23647361,True,,,P07858,CATB_HUMAN
23648296,,True,,P07858,CATB_HUMAN
10033311,,True,,P07858,CATB_HUMAN
4357,True,,,P34913,HYES_HUMAN
4359,True,,,P34913,HYES_HUMAN
4358,True,,,P34913,HYES_HUMAN
DB06345,True,,,P34913,HYES_HUMAN
4149241,True,,,P34913,HYES_HUMAN
6420119,True,,,P34913,HYES_HUMAN
6420120,True,,,P34913,HYES_HUMAN
6420121,True,,,P34913,HYES_HUMAN
3194,True,,,P34913,HYES_HUMAN
4614,,True,,P34913,HYES_HUMAN
139035063,,True,,P34913,HYES_HUMAN
