Compound_ID,DrugBank,IUPHAR,KEGG,Protein_ID,UniProt_ID
33255,True,,,P27169,PON1_HUMAN
23978,True,,,P27169,PON1_HUMAN
23994,True,,,P27169,PON1_HUMAN
DB14487,True,,,P27169,PON1_HUMAN
DB14533,True,,,P27169,PON1_HUMAN
33255,True,,,P60568,IL2_HUMAN
7028,True,,,P60568,IL2_HUMAN
DB06083,True,,,P60568,IL2_HUMAN
656989,True,,,P60568,IL2_HUMAN
5288251,True,,,P60568,IL2_HUMAN
447329,True,,,P60568,IL2_HUMAN
5288250,True,,,P60568,IL2_HUMAN
447066,True,,,P60568,IL2_HUMAN
447945,True,,,P60568,IL2_HUMAN
5496715,True,,,P60568,IL2_HUMAN
33255,True,,,P40933,IL15_HUMAN
6869,True,,,P46059,S15A1_HUMAN
39912,True,,,P46059,S15A1_HUMAN
6249,True,,,P46059,S15A1_HUMAN
5742673,True,,,P46059,S15A1_HUMAN
6196,True,,,P46059,S15A1_HUMAN
5479530,True,,,P46059,S15A1_HUMAN
243,True,,,P46059,S15A1_HUMAN
5904,True,,,P46059,S15A1_HUMAN
65526,,True,,P46059,S15A1_HUMAN
73755094,,True,,P46059,S15A1_HUMAN
24971238,,True,,P46059,S15A1_HUMAN
73755101,,True,,P46059,S15A1_HUMAN
93131,,True,,P46059,S15A1_HUMAN
1051,True,,,P19113,DCHS_HUMAN
6274,True,,,P19113,DCHS_HUMAN
10428412,,True,,P19113,DCHS_HUMAN
107653,,True,,P19113,DCHS_HUMAN
72145,,,True,P19113,DCHS_HUMAN
11151,,,True,P19113,DCHS_HUMAN
1051,True,,,P06737,PYGL_HUMAN
6083,True,,,P06737,PYGL_HUMAN
445383,True,,,P06737,PYGL_HUMAN
445382,True,,,P06737,PYGL_HUMAN
64689,True,,,P06737,PYGL_HUMAN
46936633,True,,,P06737,PYGL_HUMAN
5287969,True,,,P06737,PYGL_HUMAN
445459,True,,,P06737,PYGL_HUMAN
68841,True,,,P06737,PYGL_HUMAN
24883477,True,,,P06737,PYGL_HUMAN
16070039,True,,,P06737,PYGL_HUMAN
12148754,True,,,P06737,PYGL_HUMAN
9547901,True,,,P06737,PYGL_HUMAN
1175,True,,,P06737,PYGL_HUMAN
6451325,,,True,P06737,PYGL_HUMAN
1051,True,,,Q9Y600,CSAD_HUMAN
5862,True,,,Q9Y600,CSAD_HUMAN
1051,True,,,Q9BYV1,AGT2_HUMAN
1060,True,,,Q9BYV1,AGT2_HUMAN
750,True,,,Q9BYV1,AGT2_HUMAN
5950,True,,,Q9BYV1,AGT2_HUMAN
1051,True,,,Q9Y697,NFS1_HUMAN
5862,True,,,Q9Y697,NFS1_HUMAN
5950,True,,,Q9Y697,NFS1_HUMAN
1051,True,,,P20132,SDHL_HUMAN
5951,True,,,P20132,SDHL_HUMAN
1051,True,,,Q9NVS9,PNPO_HUMAN
643976,True,,,Q9NVS9,PNPO_HUMAN
1567,True,,,Q9NVS9,PNPO_HUMAN
1051,True,,,P80404,GABT_HUMAN
1060,True,,,P80404,GABT_HUMAN
5950,True,,,P80404,GABT_HUMAN
33032,True,,,P80404,GABT_HUMAN
3675,True,,,P80404,GABT_HUMAN
5288385,True,,,P80404,GABT_HUMAN
5289553,True,,,P80404,GABT_HUMAN
3121,,,True,P80404,GABT_HUMAN
5665,True,True,True,P80404,GABT_HUMAN
16036927,,True,,P80404,GABT_HUMAN
9794014,,True,,P80404,GABT_HUMAN
16760703,,,True,P80404,GABT_HUMAN
86480,,,True,P80404,GABT_HUMAN
23663956,,,True,P80404,GABT_HUMAN
1051,True,,,Q16773,KAT1_HUMAN
1053,True,,,Q16773,KAT1_HUMAN
71567,True,,,Q16773,KAT1_HUMAN
10062732,True,,,Q16773,KAT1_HUMAN
802,True,,,Q16773,KAT1_HUMAN
1051,True,,,Q96GD0,PLPP_HUMAN
1051,True,,,P34897,GLYM_HUMAN
750,True,,,P34897,GLYM_HUMAN
91443,True,,,P34897,GLYM_HUMAN
DB11638,True,,,P34897,GLYM_HUMAN
1051,True,,,P21549,SPYA_HUMAN
750,True,,,P21549,SPYA_HUMAN
5950,True,,,P21549,SPYA_HUMAN
5951,True,,,P21549,SPYA_HUMAN
10062732,True,,,P21549,SPYA_HUMAN
286,True,,,P21549,SPYA_HUMAN
6420149,True,,,P21549,SPYA_HUMAN
1051,True,,,P35520,CBS_HUMAN
5862,True,,,P35520,CBS_HUMAN
5951,True,,,P35520,CBS_HUMAN
286,,True,,P35520,CBS_HUMAN
34755,True,,,P35520,CBS_HUMAN
1051,True,,,P34896,GLYC_HUMAN
750,True,,,P34896,GLYC_HUMAN
91443,True,,,P34896,GLYC_HUMAN
440473,True,,,P34896,GLYC_HUMAN
6323515,True,,,P34896,GLYC_HUMAN
6323516,True,,,P34896,GLYC_HUMAN
445062,True,,,P34896,GLYC_HUMAN
1051,True,,,Q99259,DCE1_HUMAN
33032,True,,,Q99259,DCE1_HUMAN
3121,,,True,Q99259,DCE1_HUMAN
167529,,True,,Q99259,DCE1_HUMAN
16760703,,,True,Q99259,DCE1_HUMAN
86480,,,True,Q99259,DCE1_HUMAN
23663956,,,True,Q99259,DCE1_HUMAN
1051,True,,,P00505,AATM_HUMAN
33032,True,,,P00505,AATM_HUMAN
5960,True,,,P00505,AATM_HUMAN
447742,True,,,P00505,AATM_HUMAN
1051,True,,,Q9GZT4,SRR_HUMAN
5951,True,,,Q9GZT4,SRR_HUMAN
1051,True,,,Q16719,KYNU_HUMAN
5950,True,,,Q16719,KYNU_HUMAN
450268,True,,,Q16719,KYNU_HUMAN
1051,True,,,P11926,DCOR_HUMAN
10062732,True,,,P11926,DCOR_HUMAN
445062,True,,,P11926,DCOR_HUMAN
1045,True,,,P11926,DCOR_HUMAN
1103,True,,,P11926,DCOR_HUMAN
1055,True,,,P11926,DCOR_HUMAN
6992039,True,,,P11926,DCOR_HUMAN
123865,True,,,P11926,DCOR_HUMAN
65020,,True,,P11926,DCOR_HUMAN
441361,,,True,P11926,DCOR_HUMAN
3009,True,True,True,P11926,DCOR_HUMAN
1051,True,,,P13196,HEM1_HUMAN
750,True,,,P13196,HEM1_HUMAN
1051,True,,,P04181,OAT_HUMAN
6262,True,,,P04181,OAT_HUMAN
7419,True,,,P04181,OAT_HUMAN
441443,True,,,P04181,OAT_HUMAN
1051,True,,,O15269,SPTC1_HUMAN
5951,True,,,O15269,SPTC1_HUMAN
1051,True,,,Q96A70,AZIN2_HUMAN
6322,True,,,Q96A70,AZIN2_HUMAN
1051,True,,,Q8IYQ7,THNS1_HUMAN
6288,True,,,Q8IYQ7,THNS1_HUMAN
1051,True,,,P54687,BCAT1_HUMAN
33032,True,,,P54687,BCAT1_HUMAN
6106,True,,,P54687,BCAT1_HUMAN
6287,True,,,P54687,BCAT1_HUMAN
6306,True,,,P54687,BCAT1_HUMAN
6914573,True,,,P54687,BCAT1_HUMAN
1051,True,,,O75600,KBL_HUMAN
750,True,,,O75600,KBL_HUMAN
1051,True,,,P17174,AATC_HUMAN
5862,True,,,P17174,AATC_HUMAN
33032,True,,,P17174,AATC_HUMAN
5960,True,,,P17174,AATC_HUMAN
23978,True,,,P17174,AATC_HUMAN
444266,True,,,P17174,AATC_HUMAN
1051,True,,,Q9Y617,SERC_HUMAN
33032,True,,,Q9Y617,SERC_HUMAN
1051,True,,,P23378,GCSP_HUMAN
750,True,,,P23378,GCSP_HUMAN
1051,True,,,O15270,SPTC2_HUMAN
5951,True,,,O15270,SPTC2_HUMAN
6438394,,True,,O15270,SPTC2_HUMAN
1051,True,,,P24298,ALAT1_HUMAN
5950,True,,,P24298,ALAT1_HUMAN
33032,True,,,P24298,ALAT1_HUMAN
3675,True,,,P24298,ALAT1_HUMAN
1051,True,,,P17735,ATTY_HUMAN
33032,True,,,P17735,ATTY_HUMAN
6140,True,,,P17735,ATTY_HUMAN
6057,True,,,P17735,ATTY_HUMAN
1051,True,,,O15382,BCAT2_HUMAN
33032,True,,,O15382,BCAT2_HUMAN
1053,True,,,O15382,BCAT2_HUMAN
6106,True,,,O15382,BCAT2_HUMAN
6306,True,,,O15382,BCAT2_HUMAN
92282619,True,,,O15382,BCAT2_HUMAN
49,True,,,O15382,BCAT2_HUMAN
118797287,,True,,O15382,BCAT2_HUMAN
121231397,,True,,O15382,BCAT2_HUMAN
1051,True,,,Q8N5Z0,AADAT_HUMAN
33032,True,,,Q8N5Z0,AADAT_HUMAN
1051,True,,,O95470,SGPL1_HUMAN
73729049,,True,,O95470,SGPL1_HUMAN
136034475,,True,,O95470,SGPL1_HUMAN
1051,True,,,P32929,CGL_HUMAN
5862,True,,,P32929,CGL_HUMAN
286,,True,,P32929,CGL_HUMAN
5288538,True,,,P32929,CGL_HUMAN
446195,True,,,P32929,CGL_HUMAN
175496,True,,,P32929,CGL_HUMAN
6436272,,True,,P32929,CGL_HUMAN
439742,,True,,P32929,CGL_HUMAN
185909,,True,,P32929,CGL_HUMAN
1051,True,,,O95954,FTCD_HUMAN
33032,True,,,O95954,FTCD_HUMAN
91443,True,,,O95954,FTCD_HUMAN
135548,True,,,O95954,FTCD_HUMAN
1051,True,,,P22557,HEM0_HUMAN
750,True,,,P22557,HEM0_HUMAN
1051,True,,,P11217,PYGM_HUMAN
445382,True,,,P11217,PYGM_HUMAN
64689,True,,,P11217,PYGM_HUMAN
5287969,True,,,P11217,PYGM_HUMAN
68841,True,,,P11217,PYGM_HUMAN
10062732,True,,,P11217,PYGM_HUMAN
8582,True,,,P11217,PYGM_HUMAN
439284,True,,,P11217,PYGM_HUMAN
11776755,True,,,P11217,PYGM_HUMAN
445717,True,,,P11217,PYGM_HUMAN
65241,True,,,P11217,PYGM_HUMAN
445718,True,,,P11217,PYGM_HUMAN
445245,True,,,P11217,PYGM_HUMAN
5288641,True,,,P11217,PYGM_HUMAN
46936435,True,,,P11217,PYGM_HUMAN
447771,True,,,P11217,PYGM_HUMAN
445825,True,,,P11217,PYGM_HUMAN
65533,True,,,P11217,PYGM_HUMAN
4369162,True,,,P11217,PYGM_HUMAN
657141,True,,,P11217,PYGM_HUMAN
49867153,True,,,P11217,PYGM_HUMAN
446801,True,,,P11217,PYGM_HUMAN
22298966,True,,,P11217,PYGM_HUMAN
131704237,True,,,P11217,PYGM_HUMAN
657043,True,,,P11217,PYGM_HUMAN
444746,True,,,P11217,PYGM_HUMAN
656959,True,,,P11217,PYGM_HUMAN
445720,True,,,P11217,PYGM_HUMAN
445722,True,,,P11217,PYGM_HUMAN
5288395,True,,,P11217,PYGM_HUMAN
444456,True,,,P11217,PYGM_HUMAN
657140,True,,,P11217,PYGM_HUMAN
1478,True,,,P11217,PYGM_HUMAN
124823,True,,,P11217,PYGM_HUMAN
446600,True,,,P11217,PYGM_HUMAN
445723,True,,,P11217,PYGM_HUMAN
5326884,True,,,P11217,PYGM_HUMAN
5326885,True,,,P11217,PYGM_HUMAN
5326886,True,,,P11217,PYGM_HUMAN
5326887,True,,,P11217,PYGM_HUMAN
15991546,True,,,P11217,PYGM_HUMAN
15991547,True,,,P11217,PYGM_HUMAN
11987874,True,,,P11217,PYGM_HUMAN
46937093,True,,,P11217,PYGM_HUMAN
9860102,True,,,P11217,PYGM_HUMAN
11840955,True,,,P11217,PYGM_HUMAN
44263483,True,,,P11217,PYGM_HUMAN
11669698,True,,,P11217,PYGM_HUMAN
46937156,True,,,P11217,PYGM_HUMAN
46937157,True,,,P11217,PYGM_HUMAN
6451325,,,True,P11217,PYGM_HUMAN
1051,True,,,O94903,PLPHP_HUMAN
145742,True,,,O94903,PLPHP_HUMAN
1051,True,,,P11216,PYGB_HUMAN
5287969,True,,,P11216,PYGB_HUMAN
6451325,,,True,P11216,PYGB_HUMAN
1051,True,,,P20711,DDC_HUMAN
1663,,True,,P20711,DDC_HUMAN
38853,True,True,,P20711,DDC_HUMAN
34359,True,True,,P20711,DDC_HUMAN
26964,,,True,P20711,DDC_HUMAN
17276,,,True,P20711,DDC_HUMAN
38101,,,True,P20711,DDC_HUMAN
2327,True,True,True,P20711,DDC_HUMAN
1051,True,,,Q2TU84,Q2TU84_HUMAN
33032,True,,,Q2TU84,Q2TU84_HUMAN
5960,True,,,Q2TU84,Q2TU84_HUMAN
1051,True,,,Q53ET4,Q53ET4_HUMAN
750,True,,,Q53ET4,Q53ET4_HUMAN
91443,True,,,Q53ET4,Q53ET4_HUMAN
1051,True,,,Q59FK2,Q59FK2_HUMAN
1051,True,,,Q59GM9,Q59GM9_HUMAN
1051,True,,,Q59HE2,Q59HE2_HUMAN
1051,True,,,Q5JAM2,Q5JAM2_HUMAN
1051,True,,,Q5VZ30,Q5VZ30_HUMAN
1051,True,,,Q6IBS8,Q6IBS8_HUMAN
1051,True,,,Q6P996,PDXD1_HUMAN
1051,True,,,Q6YP21,KAT3_HUMAN
33032,True,,,Q6YP21,KAT3_HUMAN
1051,True,,,Q6ZQY3,GADL1_HUMAN
1051,True,,,Q8IUZ5,AT2L2_HUMAN
5950,True,,,Q8IUZ5,AT2L2_HUMAN
1051,True,,,Q8IVA8,Q8IVA8_HUMAN
1051,True,,,Q8TD30,ALAT2_HUMAN
5950,True,,,Q8TD30,ALAT2_HUMAN
33032,True,,,Q8TD30,ALAT2_HUMAN
3675,True,,,Q8TD30,ALAT2_HUMAN
1051,True,,,Q96EN8,MOCOS_HUMAN
1051,True,,,Q96GA7,SDSL_HUMAN
1051,True,,,Q9BXA1,Q9BXA1_HUMAN
1051,True,,,Q9HD40,SPCS_HUMAN
1051,True,,,Q9NUV7,SPTC3_HUMAN
6438394,,True,,Q9NUV7,SPTC3_HUMAN
1051,True,,,Q9UGI5,Q9UGI5_HUMAN
3675,True,,,Q9UGI5,Q9UGI5_HUMAN
1051,True,,,Q9UJX1,Q9UJX1_HUMAN
1051,True,,,Q96I15,SCLY_HUMAN
1051,True,,,Q6WRI0,IGS10_HUMAN
6274,True,,,P42357,HUTH_HUMAN
6274,True,,,Q99624,S38A3_HUMAN
6267,True,,,Q99624,S38A3_HUMAN
5961,,True,,Q99624,S38A3_HUMAN
6274,True,,,P12081,HARS1_HUMAN
6274,,True,,P00915,CAH1_HUMAN
2315,True,,,P00915,CAH1_HUMAN
3647,True,,,P00915,CAH1_HUMAN
3019,True,,,P00915,CAH1_HUMAN
5281855,True,,,P00915,CAH1_HUMAN
2162,True,,,P00915,CAH1_HUMAN
2910,True,,,P00915,CAH1_HUMAN
4121,True,,,P00915,CAH1_HUMAN
2343,True,,,P00915,CAH1_HUMAN
2720,True,,,P00915,CAH1_HUMAN
5560,True,,,P00915,CAH1_HUMAN
3284,True,,,P00915,CAH1_HUMAN
6307,True,,,P00915,CAH1_HUMAN
745994,True,,,P00915,CAH1_HUMAN
3161908,True,,,P00915,CAH1_HUMAN
16122582,True,,,P00915,CAH1_HUMAN
10340,True,,,P00915,CAH1_HUMAN
24436,True,,,P00915,CAH1_HUMAN
5284627,True,True,,P00915,CAH1_HUMAN
5734,True,True,,P00915,CAH1_HUMAN
5355,,True,,P00915,CAH1_HUMAN
18794,,True,,P00915,CAH1_HUMAN
68844,True,True,,P00915,CAH1_HUMAN
774,,True,,P00915,CAH1_HUMAN
5816,,True,,P00915,CAH1_HUMAN
1986,True,True,True,P00915,CAH1_HUMAN
2732,True,True,,P00915,CAH1_HUMAN
10512636,,True,,P00915,CAH1_HUMAN
370,,True,,P00915,CAH1_HUMAN
216468,,True,,P00915,CAH1_HUMAN
310360,,True,,P00915,CAH1_HUMAN
4107,True,True,,P00915,CAH1_HUMAN
6918132,,,True,P00915,CAH1_HUMAN
4100,True,True,True,P00915,CAH1_HUMAN
69594,,,True,P00915,CAH1_HUMAN
3295,True,True,True,P00915,CAH1_HUMAN
60692,,,True,P00915,CAH1_HUMAN
5284549,True,True,True,P00915,CAH1_HUMAN
3038,True,True,True,P00915,CAH1_HUMAN
13290219,,,True,P00915,CAH1_HUMAN
6274,,True,,Q9ULX7,CAH14_HUMAN
5281855,True,,,Q9ULX7,CAH14_HUMAN
5734,True,,,Q9ULX7,CAH14_HUMAN
68844,,True,,Q9ULX7,CAH14_HUMAN
1986,True,True,True,Q9ULX7,CAH14_HUMAN
2732,,True,,Q9ULX7,CAH14_HUMAN
6918132,,,True,Q9ULX7,CAH14_HUMAN
4100,,True,True,Q9ULX7,CAH14_HUMAN
69594,,,True,Q9ULX7,CAH14_HUMAN
3295,,True,True,Q9ULX7,CAH14_HUMAN
60692,,,True,Q9ULX7,CAH14_HUMAN
5284549,,True,True,Q9ULX7,CAH14_HUMAN
3038,,,True,Q9ULX7,CAH14_HUMAN
13290219,,,True,Q9ULX7,CAH14_HUMAN
6274,,True,,P35218,CAH5A_HUMAN
13195,True,,,P35218,CAH5A_HUMAN
5281855,True,,,P35218,CAH5A_HUMAN
3007,,True,,P35218,CAH5A_HUMAN
5734,True,,,P35218,CAH5A_HUMAN
68844,True,,,P35218,CAH5A_HUMAN
774,,True,,P35218,CAH5A_HUMAN
1986,,,True,P35218,CAH5A_HUMAN
6918132,,,True,P35218,CAH5A_HUMAN
4100,,,True,P35218,CAH5A_HUMAN
69594,,,True,P35218,CAH5A_HUMAN
3295,,,True,P35218,CAH5A_HUMAN
60692,,,True,P35218,CAH5A_HUMAN
5284549,,,True,P35218,CAH5A_HUMAN
3038,,,True,P35218,CAH5A_HUMAN
13290219,,,True,P35218,CAH5A_HUMAN
6274,,True,,P43166,CAH7_HUMAN
5281855,True,,,P43166,CAH7_HUMAN
5284627,,True,,P43166,CAH7_HUMAN
3007,,True,,P43166,CAH7_HUMAN
5734,True,True,,P43166,CAH7_HUMAN
5355,,True,,P43166,CAH7_HUMAN
68844,,True,,P43166,CAH7_HUMAN
774,,True,,P43166,CAH7_HUMAN
1986,True,True,True,P43166,CAH7_HUMAN
2732,,True,,P43166,CAH7_HUMAN
216468,,True,,P43166,CAH7_HUMAN
6918132,,,True,P43166,CAH7_HUMAN
4100,True,True,True,P43166,CAH7_HUMAN
69594,,,True,P43166,CAH7_HUMAN
3295,True,True,True,P43166,CAH7_HUMAN
60692,,,True,P43166,CAH7_HUMAN
5284549,,True,True,P43166,CAH7_HUMAN
3038,True,,True,P43166,CAH7_HUMAN
13290219,,,True,P43166,CAH7_HUMAN
6274,,True,,Q8IY34,S15A3_HUMAN
73755104,,True,,Q8IY34,S15A3_HUMAN
6274,,True,,Q8N697,S15A4_HUMAN
73755104,,True,,Q8N697,S15A4_HUMAN
6274,,True,,Q8WUX1,S38A5_HUMAN
73755104,,True,,Q8WUX1,S38A5_HUMAN
6083,True,,,P11309,PIM1_HUMAN
68841,True,,,P11309,PIM1_HUMAN
795,True,,,P11309,PIM1_HUMAN
5280343,True,,,P11309,PIM1_HUMAN
170018,True,,,P11309,PIM1_HUMAN
11671467,True,,,P11309,PIM1_HUMAN
44259,True,,,P11309,PIM1_HUMAN
44462678,True,,,P11309,PIM1_HUMAN
2396,True,,,P11309,PIM1_HUMAN
54695768,True,,,P11309,PIM1_HUMAN
3973,True,,,P11309,PIM1_HUMAN
611002,True,,,P11309,PIM1_HUMAN
5459373,True,,,P11309,PIM1_HUMAN
46937055,True,,,P11309,PIM1_HUMAN
24851688,True,,,P11309,PIM1_HUMAN
24180721,True,,,P11309,PIM1_HUMAN
46937117,True,,,P11309,PIM1_HUMAN
24851689,True,,,P11309,PIM1_HUMAN
5281701,True,,,P11309,PIM1_HUMAN
1235170,True,,,P11309,PIM1_HUMAN
2765355,True,,,P11309,PIM1_HUMAN
10361208,True,,,P11309,PIM1_HUMAN
5003498,True,,,P11309,PIM1_HUMAN
67409219,,True,,P11309,PIM1_HUMAN
44222958,,True,,P11309,PIM1_HUMAN
24748573,,True,,P11309,PIM1_HUMAN
939111,,True,,P11309,PIM1_HUMAN
135398522,,True,,P11309,PIM1_HUMAN
135564632,,True,,P11309,PIM1_HUMAN
24795070,,True,,P11309,PIM1_HUMAN
10521421,,True,,P11309,PIM1_HUMAN
58423153,,True,,P11309,PIM1_HUMAN
54613583,,True,,P11309,PIM1_HUMAN
135747628,,True,,P11309,PIM1_HUMAN
72200352,,True,,P11309,PIM1_HUMAN
72200387,,True,,P11309,PIM1_HUMAN
44545852,,True,,P11309,PIM1_HUMAN
46179018,,True,,P11309,PIM1_HUMAN
44814409,,True,,P11309,PIM1_HUMAN
153999,,True,,P11309,PIM1_HUMAN
6083,True,,,Q9Y478,AAKB1_HUMAN
11671467,True,,,Q9Y478,AAKB1_HUMAN
2244,True,,,Q9Y478,AAKB1_HUMAN
4091,True,,,Q9Y478,AAKB1_HUMAN
91938093,,True,,Q9Y478,AAKB1_HUMAN
6083,True,,,Q08828,ADCY1_HUMAN
5957,True,,,Q08828,ADCY1_HUMAN
6104,True,,,Q08828,ADCY1_HUMAN
47936,,,True,Q08828,ADCY1_HUMAN
867466,,True,,Q08828,ADCY1_HUMAN
444028,,,True,Q08828,ADCY1_HUMAN
6083,True,,,Q9NR19,ACSA_HUMAN
5957,True,,,Q9NR19,ACSA_HUMAN
6083,True,,,Q07343,PDE4B_HUMAN
170018,True,,,Q07343,PDE4B_HUMAN
2519,True,,True,Q07343,PDE4B_HUMAN
1712095,,,True,Q07343,PDE4B_HUMAN
4740,True,,,Q07343,PDE4B_HUMAN
5429,True,,,Q07343,PDE4B_HUMAN
5311181,True,,,Q07343,PDE4B_HUMAN
3698,True,,,Q07343,PDE4B_HUMAN
449190,True,,,Q07343,PDE4B_HUMAN
656969,True,,,Q07343,PDE4B_HUMAN
168120,True,,,Q07343,PDE4B_HUMAN
158758,True,,,Q07343,PDE4B_HUMAN
656968,True,,,Q07343,PDE4B_HUMAN
448055,True,,,Q07343,PDE4B_HUMAN
9821178,True,,,Q07343,PDE4B_HUMAN
9999276,True,,,Q07343,PDE4B_HUMAN
3354,,,True,Q07343,PDE4B_HUMAN
1676,True,,True,Q07343,PDE4B_HUMAN
9433,,,True,Q07343,PDE4B_HUMAN
3182,True,,True,Q07343,PDE4B_HUMAN
2153,True,,True,Q07343,PDE4B_HUMAN
5531,True,,True,Q07343,PDE4B_HUMAN
656652,,,True,Q07343,PDE4B_HUMAN
11561674,,True,True,Q07343,PDE4B_HUMAN
10450926,,True,,Q07343,PDE4B_HUMAN
44591583,True,True,True,Q07343,PDE4B_HUMAN
3671,True,True,True,Q07343,PDE4B_HUMAN
127928,,True,,Q07343,PDE4B_HUMAN
9853498,,True,,Q07343,PDE4B_HUMAN
5087,,True,,Q07343,PDE4B_HUMAN
9842556,,True,,Q07343,PDE4B_HUMAN
14372618,,True,,Q07343,PDE4B_HUMAN
64119,,,True,Q07343,PDE4B_HUMAN
4977,,,True,Q07343,PDE4B_HUMAN
91268,,,True,Q07343,PDE4B_HUMAN
6241,,,True,Q07343,PDE4B_HUMAN
23675769,,,True,Q07343,PDE4B_HUMAN
16218860,,,True,Q07343,PDE4B_HUMAN
23663537,,,True,Q07343,PDE4B_HUMAN
441345,,,True,Q07343,PDE4B_HUMAN
5362399,,,True,Q07343,PDE4B_HUMAN
5362397,,,True,Q07343,PDE4B_HUMAN
70882,,,True,Q07343,PDE4B_HUMAN
4680,True,,True,Q07343,PDE4B_HUMAN
46174074,,,True,Q07343,PDE4B_HUMAN
6084,,,True,Q07343,PDE4B_HUMAN
23700081,,,True,Q07343,PDE4B_HUMAN
9687,,,True,Q07343,PDE4B_HUMAN
66601656,,,True,Q07343,PDE4B_HUMAN
23663967,,,True,Q07343,PDE4B_HUMAN
41946,,,True,Q07343,PDE4B_HUMAN
70881,,,True,Q07343,PDE4B_HUMAN
71356,,,True,Q07343,PDE4B_HUMAN
9578243,True,,True,Q07343,PDE4B_HUMAN
6437861,,,True,Q07343,PDE4B_HUMAN
24864553,,,True,Q07343,PDE4B_HUMAN
151170,True,,True,Q07343,PDE4B_HUMAN
37274,,,True,Q07343,PDE4B_HUMAN
9896267,,,True,Q07343,PDE4B_HUMAN
57855696,,,True,Q07343,PDE4B_HUMAN
4938,,,True,Q07343,PDE4B_HUMAN
166553,,,True,Q07343,PDE4B_HUMAN
154575,True,,True,Q07343,PDE4B_HUMAN
449193,True,True,True,Q07343,PDE4B_HUMAN
5092,True,True,True,Q07343,PDE4B_HUMAN
6083,True,,,P33121,ACSL1_HUMAN
5957,True,,,P33121,ACSL1_HUMAN
6083,True,,,Q13131,AAPK1_HUMAN
5957,True,,,Q13131,AAPK1_HUMAN
11671467,True,,,Q13131,AAPK1_HUMAN
2244,True,,,Q13131,AAPK1_HUMAN
4091,,,True,Q13131,AAPK1_HUMAN
8249,True,,True,Q13131,AAPK1_HUMAN
2468,,,True,Q13131,AAPK1_HUMAN
84976,,,True,Q13131,AAPK1_HUMAN
13266,,,True,Q13131,AAPK1_HUMAN
14219,,,True,Q13131,AAPK1_HUMAN
6083,True,,,Q9NUB1,ACS2L_HUMAN
5957,True,,,Q9NUB1,ACS2L_HUMAN
6083,True,,,O43741,AAKB2_HUMAN
11671467,True,,,O43741,AAKB2_HUMAN
2244,True,,,O43741,AAKB2_HUMAN
91938093,,True,,O43741,AAKB2_HUMAN
6083,True,,,P16220,CREB1_HUMAN
5284596,True,,,P16220,CREB1_HUMAN
6083,True,,,Q08499,PDE4D_HUMAN
DB06246,True,,,Q08499,PDE4D_HUMAN
2519,True,,True,Q08499,PDE4D_HUMAN
1712095,,,True,Q08499,PDE4D_HUMAN
5311181,True,,,Q08499,PDE4D_HUMAN
656969,True,,,Q08499,PDE4D_HUMAN
158758,True,,,Q08499,PDE4D_HUMAN
448055,True,,,Q08499,PDE4D_HUMAN
9999276,True,,,Q08499,PDE4D_HUMAN
3758,True,,,Q08499,PDE4D_HUMAN
6603746,True,,,Q08499,PDE4D_HUMAN
125132,True,,,Q08499,PDE4D_HUMAN
5723,True,,,Q08499,PDE4D_HUMAN
656966,True,,,Q08499,PDE4D_HUMAN
215436,True,,,Q08499,PDE4D_HUMAN
656965,True,,,Q08499,PDE4D_HUMAN
3025803,True,,,Q08499,PDE4D_HUMAN
46937046,True,,,Q08499,PDE4D_HUMAN
3354,,,True,Q08499,PDE4D_HUMAN
1676,,,True,Q08499,PDE4D_HUMAN
9433,,,True,Q08499,PDE4D_HUMAN
3182,True,,True,Q08499,PDE4D_HUMAN
2153,,,True,Q08499,PDE4D_HUMAN
5531,True,,True,Q08499,PDE4D_HUMAN
656652,,,True,Q08499,PDE4D_HUMAN
11561674,,True,True,Q08499,PDE4D_HUMAN
10450926,,True,,Q08499,PDE4D_HUMAN
138393292,,True,,Q08499,PDE4D_HUMAN
44591583,True,,True,Q08499,PDE4D_HUMAN
3671,True,,True,Q08499,PDE4D_HUMAN
127928,,True,,Q08499,PDE4D_HUMAN
9853498,,True,,Q08499,PDE4D_HUMAN
5087,,True,,Q08499,PDE4D_HUMAN
9842556,,True,,Q08499,PDE4D_HUMAN
14372618,,True,,Q08499,PDE4D_HUMAN
90111638,,True,,Q08499,PDE4D_HUMAN
134611892,,True,,Q08499,PDE4D_HUMAN
64119,,,True,Q08499,PDE4D_HUMAN
4977,,,True,Q08499,PDE4D_HUMAN
91268,,,True,Q08499,PDE4D_HUMAN
6241,,,True,Q08499,PDE4D_HUMAN
23675769,,,True,Q08499,PDE4D_HUMAN
16218860,,,True,Q08499,PDE4D_HUMAN
23663537,,,True,Q08499,PDE4D_HUMAN
441345,,,True,Q08499,PDE4D_HUMAN
5362399,,,True,Q08499,PDE4D_HUMAN
5362397,,,True,Q08499,PDE4D_HUMAN
70882,,,True,Q08499,PDE4D_HUMAN
4680,,,True,Q08499,PDE4D_HUMAN
46174074,,,True,Q08499,PDE4D_HUMAN
6084,,,True,Q08499,PDE4D_HUMAN
23700081,,,True,Q08499,PDE4D_HUMAN
9687,,,True,Q08499,PDE4D_HUMAN
66601656,,,True,Q08499,PDE4D_HUMAN
23663967,,,True,Q08499,PDE4D_HUMAN
